domain	crawl_time	experiment_id	experiment_name	audience_num	audience_name	variation_num
audibene.de	1518476400000	10158903691	MPP-885 DE Siemens free original vs. david header (1612/1613)	0	Everyone else	2
audibene.de	1518476400000	10162441575	MPP-906 - Tablet LP concept (1608/1609)	2	Tablet only,Exclude tb215	2
audibene.de	1518476400000	10166693591	MPP-909 DE - Double offer in overlay (1614/1615)	1	Desktop only	2
audibene.de	1518476400000	10173782038	MPP-883 DE David HA Tester Premium- full vs header (1610/1611)	1	Exclude affilinet	2
audibene.de	1518476400000	10196375551	MPP-922 SEA page design - tv (1621/1622/1623)	0	Everyone else	3
audibene.de	1518476400000	8931160054	Data Test	0	Everyone else	2
audibene.de	1518476400000	9862409131	MPP-884 x - David BP Primax Content - siemens free - orig vs full vs box (1588/1589/1590)	0	Everyone else	3
audibene.de	1518476400000	9923095376	MPP-882 x - David Primax Content - Full campaign - full vs header (1584/1585)	0	Everyone else	2
lelynx.fr	1518580800000	10236130216	tous_70_mobile_bike_one_quote_expanded	1	Mobile only	1
lelynx.fr	1518580800000	8288075267	tous_18a_desktop_health_LP PPC	1	EXCLUSION MOBILE	1
lelynx.fr	1518580800000	8294724470	tous_17b_desktop_bike_LP PPC	0	Everyone else	1
lelynx.fr	1518580800000	8300313682	test_65_mobile_bike_LP-PPC	1	Mobile only	4
lelynx.fr	1518580800000	8305160624	test_19_mobile_health_LP PPC	1	Mobile only	6
lelynx.fr	1518580800000	8736330892	test_66_mobile_home_LP-PPC	2	Mobile only,From any paid campaign	5
lelynx.fr	1518580800000	8736461350	test_17a_desktop_bike_LP-PPC	1	EXCLUSION MOBILE	1
lelynx.fr	1518580800000	8780966499	tous_08a_desktop_car_LP PPC	1	EXCLUSION MOBILE	1
lelynx.fr	1518580800000	8784547740	tous_64_all_home_DNC	0	Everyone else	1
lelynx.fr	1518580800000	8788265566	test_67_mobile_car_LP PPC	1	Mobile only	6
lelynx.fr	1518580800000	9840133358	tous_69_all_bike_one_quote_expanded	1	EXCLUSION MOBILE	2
cruisecritic.com	1518670800000	10194920305	FAC-CC26-96	1	[FE] US Only	2
cruisecritic.com	1518670800000	10197290328	FAC-CC27-21	0	Everyone else	2
cruisecritic.com	1518670800000	10239091328	FAC-CC27-15	1	[FE] US Only and Desktop & Tablet	2
cruisecritic.com	1518670800000	8930011883	CC-2052 Hotels - Preselected dates	1	[FE] US Only	1
cruisecritic.com	1518670800000	9268258307	CC-2277 Add phone number to Itinerary Pages	0	Everyone else	2
cruisecritic.com	1518670800000	9500812937	CC-2425 AB Test - Add Phone Number to FAC	0	Everyone else	2
homechef.com	1518422400000	10190702449		0		2
homechef.com	1518422400000	10190707129		1		2
homechef.com	1518422400000	10193438215		1		5
homechef.com	1518422400000	10195325019		0		2
homechef.com	1518422400000	10230815502		2		3
homechef.com	1518422400000	10235333823		1		2
homechef.com	1518422400000	10245002918		1		2
homechef.com	1518422400000	9866331599		0		3
wheniwork.com	1518688800000	10082980767	 [MRKT2-206] Show live chat before signup version 2	0	Everyone else	2
wheniwork.com	1518688800000	10159407780	[ME-87] Add Join Workplace CTA	0	Everyone else	2
wheniwork.com	1518688800000	10160984637	[ME-108] Bucketing for Intercom Messaging	1	[ME-108] Audience for Intercom Bucketing (1)	2
wheniwork.com	1518688800000	10187119279	[ME-131] Product Video on Features Page	1	exclude mobile	2
wheniwork.com	1518688800000	10192657998	[ME-110b] Hipster Speed Test	0	Everyone else	2
wheniwork.com	1518688800000	10244463462	[ME-123] - Pricing Blade v2 on Messy Desk	0	Everyone else	2
wheniwork.com	1518688800000	10250522431	[ME-123] - Pricing Blade v2 on Pricing	0	Everyone else	2
wheniwork.com	1518688800000	8272649790	100% - [GROW-125-v2] Red Warning Indicator on Non-invited Employees	3	Go Experiment - No Conflict,Trial or Freemium,Account Holder, Manager, or Supervisor	2
wheniwork.com	1518688800000	8443252398	[MN-57] Scheduled Vs. Actual Upsell	1	Scheduled Vs Actual Report | No Attendance	2
wheniwork.com	1518688800000	8447312382	Labor History Report on Homepage	1	Scheduled Vs Actual Report | Can Manage	1
wheniwork.com	1518688800000	8482375813	[GROW-471] Limit scheduler history upgrade dialogue	7	Not GO Demo Account,Not WIW internal sales demo accounts,Not HWY55 burgers plan,Not Trial,Not Unpaid Volunteers Plan,Freemium,Can Manage or Can Supervise	2
wheniwork.com	1518688800000	8577052404	[TT-339] Disable cutoff time	1	Accounts created after August 17, 2017	1
wheniwork.com	1518688800000	8895951320	[GROW-651] Mobile Onboarding Usability Enhancements	4	Account Holder (1),[GROW-651] Mobile Onboarding Usability Enhancements,Not WIW internal sales demo accounts,Not GO Demo Account	2
wheniwork.com	1518688800000	8937151132	[GROW-696] Checkout Optimization v1	1	[GROW-696] Checkout Optimization v1	3
wheniwork.com	1518688800000	9285034536	Successify - MRKT2-88 - Messy Desk Redirect /l/aw*	0	Everyone else	1
wheniwork.com	1518688800000	9455830856	[GROW-696] Checkout Optimization v1 (successify)	1	[GROW-696] Checkout Optimization v1 (successify)	3
wheniwork.com	1518688800000	9667021582	[GROW-800] Create Password Enhancements	1	[GROW-800] Create Password Enhancements	3
wheniwork.com	1518688800000	9862233274	[GROW-953] Workchat Unread Count Badge	1	[GROW-953] Workchat Unread Count Badge	1
wheniwork.com	1518688800000	9864899799	[GROW-800] Create Password Enhancements (Successify)	1	[GROW-800] Create Password Enhancements (Successify)	3
plannedparenthood.org	1517562000000	10000607327	BC Landing Page - Value Prop vs Original 	0	Everyone else	2
plannedparenthood.org	1517562000000	10067381563	Spot On Homepage Promo - Try vs Learn	0	Everyone else	2
plannedparenthood.org	1517562000000	10088216429	BC Landing Page - 1 CTA vs 2 CTAs	0	Everyone else	2
plannedparenthood.org	1517562000000	10164820966	Period Page - Try Now vs Learn	0	Everyone else	2
plannedparenthood.org	1517562000000	9965968232	Spot On Homepage Promo - Lifestyle vs Phone 	0	Everyone else	2
revolveclothing.es	1518390000000	10015378217	R Main Temp Banner Lovewave	0	Everyone else	1
revolveclothing.es	1518390000000	9620943393	R Main: PDP Image Hot Fix BUG	0	Everyone else	1
hm.com	1517403600000	10162021054		5		2
hm.com	1517403600000	10193914746		2		2
hm.com	1517403600000	9735680053		3		3
hm.com	1517403600000	9867976668		4		2
cover-letter-now.com	1518566400000	10189796122	Hot fix - Invalid web service call  | BRV	0	Everyone else	2
cover-letter-now.com	1518566400000	10192988758	Hot fix | ImageGenerationService | BRV	0	Everyone else	1
cover-letter-now.com	1518566400000	9730093086	Hot fix - document left align in reg and stg.	0	Everyone else	2
efficientlearning.com	1518573600000	8633920085	[FE] PayPal Financing Badge 100%	1	US Only	2
efficientlearning.com	1518573600000	9439300045	CMA - hide offers from MENA countries	1	MENA Countries 	2
efficientlearning.com	1518573600000	9823112221	Shopping Cart	0	Everyone else	2
efficientlearning.com	1518573600000	9862592284	CIA > Exam Homepage Test	0	Everyone else	2
charitywater.org	1518447600000	10243183137	Prefill vs Amount Button - Social Paid 	0	Everyone else	2
charitywater.org	1518447600000	8631073776	Hotfix - Remove share buttons from well member campaign	0	Everyone else	2
charitywater.org	1518447600000	8785714003	Back to School IHO page	0	Everyone else	2
charitywater.org	1518447600000	8912500821	Nautica Landing Page	1	Nautica	2
charitywater.org	1518447600000	9111183853	[AZ] LaunchCon 10/25-10/27	1	LaunchCon	2
charitywater.org	1518447600000	9180751017	Changing prefill on Sophie Keeley's Campaign	0	Everyone else	2
charitywater.org	1518447600000	9255033662	Cathay Pacific	1	Cathay Pacific	1
charitywater.org	1518447600000	9264240412	Kendall Jenner Show Entire Mission Statement	0	Everyone else	2
charitywater.org	1518447600000	9501560691	AdWords - About Us vs. Homepage	1	Adwords	2
charitywater.org	1518447600000	9579070114	Giving Tuesday Rwanda Landing	1	CW Referral URL	1
charitywater.org	1518447600000	9672290477	disable cball gala tickets	0	Everyone else	2
lottoland.com	1518530400000	5743101637	Gibraltar_testing	1	Gibraltar testing	1
unicef.cn	1518573600000	10190712549	201801 M Funnel - Oneoff - Test default gift value 150	0	Everyone else	2
unicef.cn	1518573600000	10192840356	201801 M Funnel - Pledge - 6 option vs 4 option	0	Everyone else	2
unicef.cn	1518573600000	10195342579	201801 PC Funnel - Oneoff - test auto-select 'default'	0	Everyone else	2
unicef.cn	1518573600000	9926587139	201801 PC LP CW  - Test Bill Gates quote #4	0	Everyone else	2
sage.de	1518537600000	10186380005		0		2
sage.de	1518537600000	10191903271		0		2
sage.de	1518537600000	8633404145		0		2
sage.de	1518537600000	8788870929		0		1
sage.de	1518537600000	9106550308		0		2
sage.de	1518537600000	9668890972		0		2
proschools.com	1518598800000	9107880979	Cali Homepage Update	0	Everyone else	2
proschools.com	1518598800000	9181295180	Cali New License Page Fix	0	Everyone else	1
proschools.com	1518598800000	9582260096	Cali Requirements Page Update	0	Everyone else	1
proschools.com	1518598800000	9585570567	Cali CE Page Update	0	Everyone else	1
onetime.com	1521050400000	10377150696		1		2
carbonite.com	1520262000000	10367774439		0		2
arenawaterinstinct.com	1518714000000	10189691686	BlueRec test A/B - [FR] Listing pages CR	0	Everyone else	2
opencolleges.edu.au	1517616000000	8258235360	Find you awesome video fix	0	Everyone else	2
opencolleges.edu.au	1517616000000	8402705284	Brand LP post lead modal CTA	0	Everyone else	2
opencolleges.edu.au	1517616000000	8403596429	Generic LP post lead modal CTA	0	Everyone else	2
opencolleges.edu.au	1517616000000	8419268177	RFI Persona Form	2	Not a returning lead,[Global] Persona - Does not exist	2
opencolleges.edu.au	1517616000000	8420452236	Returning lead profile toaster	2	Returning lead,[Global] Persona - Does not exist	2
opencolleges.edu.au	1517616000000	8603200456	[Experiment] Extra benefits on course page	0	Everyone else	2
opencolleges.edu.au	1517616000000	9113290358	[Temporary] Hide component on Welcome Page	0	Everyone else	1
opencolleges.edu.au	1517616000000	9184673983	100% traffic - Hide banner on SOH	0	Everyone else	1
opencolleges.edu.au	1517616000000	9265218254	[Experiment] Previously viewed course on homepage and course page	0	Everyone else	2
opencolleges.edu.au	1517616000000	9619900223	[100% Traffic] FAQs in Enrolment Process	0	Everyone else	1
opencolleges.edu.au	1517616000000	9727100253	[Experiment] USP on LP Vet Nursing	0	Everyone else	2
bagsandbowsonline.com	1518476400000	9665833258	Matching Accessories	1	Desktop Only	2
mozu.com	1518562800000	10065291928	All Features in NAV - Jan102018	1	__No TrialToken	2
mozu.com	1518562800000	10084981926	Pricing Page Hero - Jan102018	0	Everyone else	2
mozu.com	1518562800000	10161760397	Affiliate LP Redesign - Jan192017	1	__No TrialToken	2
mozu.com	1518562800000	10165230176	Brand LP Redesign - Jan192018	1	__No TrialToken	2
mozu.com	1518562800000	10166555736	TRIAL Logojoy - Jan242018	1	__DemoLoginToken	2
mozu.com	1518562800000	10192913652	Themes Preview Link - Feb012018	1	__No TrialToken	2
mozu.com	1518562800000	10197600158	Speedy Homepage - Jan262018	0	Everyone else	2
mozu.com	1518562800000	10199710199	Blog Post CTAs - Jan262018	1	__No TrialToken	2
mozu.com	1518562800000	10242823577	Slim Free Trial Form - Feb092018	1	__No TrialToken	2
mozu.com	1518562800000	10281503310	Shopify LP Redesign - Feb092018	1	__No TrialToken	2
mozu.com	1518562800000	8342320897	IMPLEMENTATION - Util Intercom Contact Us	0	Everyone else	2
mozu.com	1518562800000	8577988352	Long/Short LPs - Aug212017	1	__No TrialToken	2
mozu.com	1518562800000	8790328721	Features Page CTA - Sep262017	1	__No TrialToken	2
mozu.com	1518562800000	9623750480	Blog Free Trial Bar - Nov292017	1	__No TrialToken	2
mozu.com	1518562800000	9833512752	Affiliate LP Pulsing CTA - Dec142017	1	__No TrialToken	2
mozu.com	1518562800000	9864637936	Exit Pop Redux - Jan032018	1	__No TrialToken	2
mozu.com	1518562800000	9950104292	IMPLEMENTATION of Personalized LP Drop Shipping - Jan022018	1	__No TrialToken	2
kigo.net	1518494400000	8783054856	FR - Demo Page - Pink Form Test	0	Everyone else	2
kigo.net	1518494400000	8785312977	ES - Demo Page Pink Form Test	0	Everyone else	2
kigo.net	1518494400000	8786742128	EN - Demo LP - Pink Form Test	0	Everyone else	2
shopkeep.com	1518782400000	10022913517	Fast Powerful Simple - Mobile Only - Non-Brand H1 Override	1	Exclude Non-Brand/FB Test Audiences & Non-Mobile	1
shopkeep.com	1518782400000	10035885638	POS System - 2018 - 1-step vs 2-step	0	Everyone else	2
shopkeep.com	1518782400000	10051973050	iPad POS System - Mobile Only - Primary vs Simple with H1 Override	1	Exclude Non-Brand/FB Test Audiences & Non-Mobile	2
shopkeep.com	1518782400000	10086480699	iPad POS System - Desktop Only	1	User - Desktop/Laptop	1
shopkeep.com	1518782400000	8275373751	Merchant Maverick - Without Phone vs With Phone	1	Merchant Maverick	1
shopkeep.com	1518782400000	8447285354	Facebook Prospect Test	1	Facebook Prospect	1
shopkeep.com	1518782400000	8503001948	Best 10 - Cash Register	1	Best 10 - Cash Register	1
shopkeep.com	1518782400000	8506060057	Best 10 - Small Business	1	Best 10 - Small Business	1
shopkeep.com	1518782400000	8924923800	iPad POS System - Control vs Clothing Store	1	Clothing Term	2
shopkeep.com	1518782400000	8930690960	iPad POS System - Control vs Retail	1	Retail Term	2
shopkeep.com	1518782400000	8931532452	iPad POS System - Control vs Consignment	1	Consignment Term	2
shopkeep.com	1518782400000	8932591464	iPad POS System - Control vs Bar	1	Bar Term	2
shopkeep.com	1518782400000	8933960775	iPad POS System - Control vs Coffee Shop	1	Coffee Shop Term	2
shopkeep.com	1518782400000	8938300427	iPad POS System - Control vs Bakery	1	Bakery	2
shopkeep.com	1518782400000	8939310471	iPad POS System - Control vs Restaurant	1	Restaurant Term	2
shopkeep.com	1518782400000	9827531970	Freemium Expansion - Control vs Phase 1 v2	0	Everyone else	2
shopkeep.com	1518782400000	9837254817	Tracking Test - Welcome to ShopKeep	1	Exclude Remarketing & Facebook	1
apartmentguide.com	1518595200000	10040250763	MP_Map Pins Update	0	Everyone else	2
apartmentguide.com	1518595200000	10197176716	MSB_mouseoverSearchBar	0	Everyone else	2
apartmentguide.com	1518595200000	10242220402	Load FullStory	0	Everyone else	1
apartmentguide.com	1518595200000	8740082590	QA Universal Experiment	1	QA Test	1
apartmentguide.com	1518595200000	9498825027	PLF_Post Lead Form Review Solicitation 	0	Everyone else	2
weightwatchers.com	1517630400000	10187791588		0		3
weightwatchers.com	1517630400000	10192801017		0		2
weightwatchers.com	1517630400000	10193371593		1		5
weightwatchers.com	1517630400000	10196090569		0		2
weightwatchers.com	1517630400000	10196231000		0		4
weightwatchers.com	1517630400000	10196361689		1		5
weightwatchers.com	1517630400000	10196930385		1		2
weightwatchers.com	1517630400000	10197392070		0		1
weightwatchers.com	1517630400000	10198341638		1		2
weightwatchers.com	1517630400000	10199271545		0		1
simyo.nl	1518724800000	10028420242	POST - T036 Simyo Conversie Optimalisatie Consumentenbond Logo	1	Ex Simyo	3
simyo.nl	1518724800000	10158120025	POST - T035 - USP's SO PDP	1	Ex Simyo	3
simyo.nl	1518724800000	10158840127	MSIM - CTA tiles	2	1 Alleen mobiel,Mijn Simyo Dashboard Postpaid Only	3
simyo.nl	1518724800000	10168261796	POST Simyo Conversie Optimalisatie Sticky Menu	0	Everyone else	6
simyo.nl	1518724800000	10193742443	Scroll to bottom / footer	0	Everyone else	1
